season,yr,mnth,hr,holiday,weekday,notbizday,weathersit,temp,hum,windspeed,dteday,cnt
1,0,1,22,0,1,0,1,-1.85393830175198,0.325357459104286,-0.456085516247529,2011-01-03,20
1,0,1,23,0,1,0,1,-1.6462066558277,-0.400294955826758,-0.699668517093971,2011-01-03,12
1,0,1,0,0,2,0,1,-1.75007247878984,-0.400294955826758,-0.699668517093971,2011-01-04,5
1,0,1,1,0,2,0,1,-1.75007247878984,-0.192965694417888,-0.699668517093971,2011-01-04,2
1,0,1,2,0,2,0,1,-1.85393830175198,0.0143635669909819,-0.456085516247529,2011-01-04,1
1,0,1,4,0,2,0,1,-1.85393830175198,0.0143635669909819,-0.821460017517193,2011-01-04,2
1,0,1,5,0,2,0,1,-1.95780412471412,0.273525143752069,-0.699668517093971,2011-01-04,4
1,0,1,6,0,2,0,1,-1.95780412471412,0.584519035865374,-0.699668517093971,2011-01-04,36
1,0,1,7,0,2,0,1,-1.95780412471412,0.584519035865374,-0.456085516247529,2011-01-04,94
1,0,1,8,0,2,0,1,-1.85393830175198,0.325357459104286,-0.211685122780796,2011-01-04,179
1,0,1,9,0,2,0,1,-1.75007247878984,0.0661958823431994,0.276298271532379,2011-01-04,100
1,0,1,10,0,2,0,2,-1.75007247878984,0.325357459104286,1.13047355973551,2011-01-04,42
1,0,1,11,0,2,0,1,-1.43847500990342,-0.607624217235628,0.886073166268775,2011-01-04,57
1,0,1,12,0,2,0,1,-1.43847500990342,-0.607624217235628,-0.211685122780796,2011-01-04,78
1,0,1,13,0,2,0,1,-1.33460918694128,-0.34846264047454,0.0318978780656464,2011-01-04,97
1,0,1,14,0,2,0,1,-1.23074336397914,-0.55579190188341,0.276298271532379,2011-01-04,63
1,0,1,15,0,2,0,1,-1.126877541017,-0.55579190188341,0.519881272378821,2011-01-04,65
1,0,1,16,0,2,0,1,-1.02301171805486,-0.711288847940063,0.519881272378821,2011-01-04,83
1,0,1,17,0,2,0,1,-1.126877541017,-0.76312116329228,0.276298271532379,2011-01-04,212
1,0,1,18,0,2,0,1,-1.23074336397914,-0.76312116329228,0.0318978780656464,2011-01-04,182
1,0,1,19,0,2,0,1,-1.33460918694128,-0.76312116329228,-0.699668517093971,2011-01-04,112
1,0,1,20,0,2,0,1,-1.33460918694128,-0.76312116329228,-0.699668517093971,2011-01-04,54
1,0,1,21,0,2,0,1,-1.43847500990342,0.0661958823431994,-1.5538438052971,2011-01-04,48
1,0,1,22,0,2,0,1,-1.43847500990342,0.0661958823431994,-0.821460017517193,2011-01-04,35
1,0,1,23,0,2,0,1,-1.54234083286556,0.325357459104286,-0.821460017517193,2011-01-04,11
1,0,1,0,0,3,0,1,-1.54234083286556,0.0661958823431994,-1.5538438052971,2011-01-05,6
1,0,1,1,0,3,0,1,-1.75007247878984,0.584519035865374,-0.821460017517193,2011-01-05,6
1,0,1,2,0,3,0,1,-1.75007247878984,0.584519035865374,-0.821460017517193,2011-01-05,2
1,0,1,4,0,3,0,1,-1.33460918694128,-0.76312116329228,0.276298271532379,2011-01-05,2
1,0,1,5,0,3,0,1,-1.43847500990342,-0.814953478644498,-0.211685122780796,2011-01-05,3
1,0,1,6,0,3,0,1,-1.54234083286556,-0.814953478644498,0.276298271532379,2011-01-05,33
1,0,1,7,0,3,0,1,-1.6462066558277,-1.02228274005337,0.0318978780656464,2011-01-05,88
1,0,1,8,0,3,0,1,-1.54234083286556,-1.17777968611002,0.886073166268775,2011-01-05,195
1,0,1,9,0,3,0,1,-1.43847500990342,-1.33327663216667,1.13047355973551,2011-01-05,115
1,0,1,10,0,3,0,1,-1.43847500990342,-1.33327663216667,1.13047355973551,2011-01-05,57
1,0,1,11,0,3,0,1,-1.23074336397914,-1.54060589357554,1.13047355973551,2011-01-05,46
1,0,1,12,0,3,0,1,-1.23074336397914,-1.54060589357554,1.13047355973551,2011-01-05,79
1,0,1,13,0,3,0,1,-1.126877541017,-1.69610283963219,0.886073166268775,2011-01-05,71
1,0,1,14,0,3,0,1,-1.02301171805486,-1.79976747033663,0.0318978780656464,2011-01-05,62
1,0,1,15,0,3,0,1,-1.02301171805486,-1.79976747033663,0.0318978780656464,2011-01-05,62
1,0,1,16,0,3,0,1,-1.02301171805486,-1.79976747033663,-0.821460017517193,2011-01-05,89
1,0,1,17,0,3,0,1,-1.33460918694128,-1.28144431681445,0.0318978780656464,2011-01-05,190
1,0,1,18,0,3,0,1,-1.33460918694128,-1.28144431681445,-0.456085516247529,2011-01-05,169
1,0,1,19,0,3,0,1,-1.33460918694128,-1.28144431681445,-0.699668517093971,2011-01-05,132
1,0,1,20,0,3,0,1,-1.43847500990342,-0.814953478644498,-0.211685122780796,2011-01-05,89
1,0,1,21,0,3,0,1,-1.54234083286556,-0.607624217235628,0.0318978780656464,2011-01-05,43
1,0,1,22,0,3,0,1,-1.6462066558277,-0.400294955826758,-0.456085516247529,2011-01-05,42
1,0,1,23,0,3,0,1,-1.54234083286556,-0.814953478644498,-1.5538438052971,2011-01-05,19
1,0,1,0,0,4,0,1,-1.6462066558277,-0.400294955826758,-1.5538438052971,2011-01-06,11
1,0,1,1,0,4,0,1,-1.75007247878984,0.0661958823431994,-1.5538438052971,2011-01-06,4
1,0,1,2,0,4,0,1,-1.75007247878984,0.0661958823431994,-1.5538438052971,2011-01-06,2
1,0,1,4,0,4,0,2,-1.75007247878984,0.0661958823431994,-0.821460017517193,2011-01-06,1
1,0,1,5,0,4,0,2,-1.85393830175198,0.325357459104286,-0.821460017517193,2011-01-06,4
1,0,1,6,0,4,0,2,-1.85393830175198,0.0143635669909819,-0.699668517093971,2011-01-06,36
1,0,1,7,0,4,0,2,-1.75007247878984,-0.192965694417888,-1.5538438052971,2011-01-06,95
1,0,1,8,0,4,0,1,-1.75007247878984,-0.192965694417888,-1.5538438052971,2011-01-06,219
1,0,1,9,0,4,0,2,-1.6462066558277,-0.607624217235628,-1.5538438052971,2011-01-06,122
1,0,1,10,0,4,0,1,-1.54234083286556,-0.814953478644498,-1.5538438052971,2011-01-06,45
1,0,1,11,0,4,0,1,-1.43847500990342,-0.97045042470115,-0.821460017517193,2011-01-06,59
1,0,1,12,0,4,0,1,-1.23074336397914,-1.43694126287111,-1.5538438052971,2011-01-06,84
1,0,1,13,0,4,0,1,-1.23074336397914,-1.43694126287111,-0.699668517093971,2011-01-06,67
1,0,1,14,0,4,0,1,-1.126877541017,-1.38510894751889,-0.211685122780796,2011-01-06,70
1,0,1,15,0,4,0,1,-1.126877541017,-1.38510894751889,-1.5538438052971,2011-01-06,62
1,0,1,16,0,4,0,1,-1.23074336397914,-1.28144431681445,-0.211685122780796,2011-01-06,86
1,0,1,17,0,4,0,1,-1.43847500990342,-0.607624217235628,-0.211685122780796,2011-01-06,172
1,0,1,18,0,4,0,1,-1.43847500990342,-0.607624217235628,-0.456085516247529,2011-01-06,163
1,0,1,19,0,4,0,1,-1.43847500990342,-0.400294955826758,-0.821460017517193,2011-01-06,112
1,0,1,20,0,4,0,1,-1.54234083286556,-0.607624217235628,-0.211685122780796,2011-01-06,69
1,0,1,21,0,4,0,2,-1.43847500990342,-0.400294955826758,0.276298271532379,2011-01-06,48
1,0,1,22,0,4,0,2,-1.43847500990342,-0.607624217235628,0.764281665845554,2011-01-06,52
1,0,1,23,0,4,0,2,-1.54234083286556,-0.192965694417888,0.0318978780656464,2011-01-06,23
1,0,1,0,0,5,0,2,-1.54234083286556,0.0661958823431994,0.0318978780656464,2011-01-07,17
1,0,1,1,0,5,0,2,-1.54234083286556,0.325357459104286,0.276298271532379,2011-01-07,7
1,0,1,2,0,5,0,2,-1.54234083286556,0.325357459104286,0.276298271532379,2011-01-07,1
1,0,1,4,0,5,0,2,-1.54234083286556,0.325357459104286,-0.456085516247529,2011-01-07,1
1,0,1,5,0,5,0,3,-1.43847500990342,-0.400294955826758,-1.5538438052971,2011-01-07,5
1,0,1,6,0,5,0,2,-1.54234083286556,0.325357459104286,-1.5538438052971,2011-01-07,34
1,0,1,7,0,5,0,1,-1.54234083286556,0.325357459104286,-0.456085516247529,2011-01-07,84
1,0,1,8,0,5,0,1,-1.54234083286556,-0.607624217235628,0.519881272378821,2011-01-07,210
1,0,1,9,0,5,0,1,-1.54234083286556,-0.814953478644498,0.886073166268775,2011-01-07,134
1,0,1,10,0,5,0,1,-1.43847500990342,-1.33327663216667,1.13047355973551,2011-01-07,63
1,0,1,11,0,5,0,2,-1.54234083286556,-1.17777968611002,0.276298271532379,2011-01-07,67
1,0,1,12,0,5,0,2,-1.54234083286556,-1.33327663216667,0.519881272378821,2011-01-07,59
1,0,1,13,0,5,0,2,-1.54234083286556,-1.33327663216667,0.764281665845554,2011-01-07,73
1,0,1,14,0,5,0,2,-1.54234083286556,-1.17777968611002,0.519881272378821,2011-01-07,50
1,0,1,15,0,5,0,2,-1.54234083286556,-1.33327663216667,-0.211685122780796,2011-01-07,72
1,0,1,16,0,5,0,2,-1.54234083286556,-1.33327663216667,-0.211685122780796,2011-01-07,87
1,0,1,17,0,5,0,2,-1.54234083286556,-1.33327663216667,-1.5538438052971,2011-01-07,187
1,0,1,18,0,5,0,1,-1.54234083286556,-1.17777968611002,-0.821460017517193,2011-01-07,123
1,0,1,19,0,5,0,1,-1.75007247878984,-0.400294955826758,-0.821460017517193,2011-01-07,95
1,0,1,20,0,5,0,1,-1.6462066558277,-0.814953478644498,-0.699668517093971,2011-01-07,51
1,0,1,21,0,5,0,1,-1.6462066558277,-0.814953478644498,-0.456085516247529,2011-01-07,39
1,0,1,22,0,5,0,2,-1.6462066558277,-1.02228274005337,-0.211685122780796,2011-01-07,36
1,0,1,23,0,5,0,2,-1.6462066558277,-0.607624217235628,-0.211685122780796,2011-01-07,15
1,0,1,0,0,6,1,2,-1.6462066558277,-0.607624217235628,-0.211685122780796,2011-01-08,25
1,0,1,1,0,6,1,2,-1.6462066558277,-0.400294955826758,-0.821460017517193,2011-01-08,16
1,0,1,2,0,6,1,2,-1.6462066558277,-0.400294955826758,-1.5538438052971,2011-01-08,16
1,0,1,3,0,6,1,3,-1.6462066558277,-0.400294955826758,-0.211685122780796,2011-01-08,7
1,0,1,4,0,6,1,3,-1.6462066558277,-0.400294955826758,-0.211685122780796,2011-01-08,1
1,0,1,5,0,6,1,2,-1.75007247878984,0.584519035865374,-0.211685122780796,2011-01-08,5
1,0,1,6,0,6,1,2,-1.75007247878984,0.584519035865374,-0.211685122780796,2011-01-08,2
1,0,1,7,0,6,1,2,-1.75007247878984,0.584519035865374,-0.699668517093971,2011-01-08,9
1,0,1,8,0,6,1,3,-1.75007247878984,1.56933302755751,-0.699668517093971,2011-01-08,15
1,0,1,9,0,6,1,3,-1.75007247878984,1.56933302755751,-0.699668517093971,2011-01-08,20
1,0,1,10,0,6,1,2,-1.6462066558277,0.895512927978679,-0.211685122780796,2011-01-08,61
1,0,1,11,0,6,1,2,-1.54234083286556,0.325357459104286,1.61845695404868,2011-01-08,62
1,0,1,12,0,6,1,2,-1.54234083286556,-0.192965694417888,1.37405656058195,2011-01-08,98
1,0,1,13,0,6,1,1,-1.54234083286556,-0.97045042470115,1.13047355973551,2011-01-08,102
1,0,1,14,0,6,1,1,-1.54234083286556,-1.59243820892776,2.47181484963152,2011-01-08,95
1,0,1,15,0,6,1,1,-1.54234083286556,-1.59243820892776,2.10644034836186,2011-01-08,74
1,0,1,16,0,6,1,1,-1.6462066558277,-1.74793515498441,2.10644034836186,2011-01-08,76
1,0,1,17,0,6,1,1,-1.75007247878984,-1.33327663216667,2.9597982439447,2011-01-08,69
1,0,1,18,0,6,1,1,-1.85393830175198,-1.22961200146224,0.886073166268775,2011-01-08,55
1,0,1,19,0,6,1,1,-1.85393830175198,-1.38510894751889,0.519881272378821,2011-01-08,30
1,0,1,20,0,6,1,1,-1.95780412471412,-1.38510894751889,0.519881272378821,2011-01-08,28
1,0,1,21,0,6,1,1,-1.95780412471412,-1.22961200146224,1.37405656058195,2011-01-08,37
1,0,1,22,0,6,1,1,-1.95780412471412,-1.38510894751889,1.61845695404868,2011-01-08,34
1,0,1,23,0,6,1,1,-2.06166994767626,-1.22961200146224,2.10644034836186,2011-01-08,22
1,0,1,0,0,0,1,1,-2.06166994767626,-1.07411505540558,1.61845695404868,2011-01-09,25
1,0,1,1,0,0,1,1,-2.06166994767626,-1.07411505540558,2.22823184878508,2011-01-09,12
1,0,1,2,0,0,1,1,-2.06166994767626,-0.866785793996715,2.22823184878508,2011-01-09,11
1,0,1,3,0,0,1,1,-2.06166994767626,-0.866785793996715,1.86203995489513,2011-01-09,4
1,0,1,4,0,0,1,1,-2.1655357706384,-0.503959586531193,0.0318978780656464,2011-01-09,1
1,0,1,5,0,0,1,1,-2.1655357706384,-0.503959586531193,0.0318978780656464,2011-01-09,1
1,0,1,6,0,0,1,1,-2.06166994767626,-0.711288847940063,0.764281665845554,2011-01-09,1
1,0,1,7,0,0,1,1,-2.1655357706384,-0.503959586531193,0.0318978780656464,2011-01-09,6
1,0,1,8,0,0,1,1,-2.06166994767626,-0.711288847940063,0.764281665845554,2011-01-09,10
1,0,1,9,0,0,1,1,-1.95780412471412,-0.866785793996715,2.71621524309825,2011-01-09,19
1,0,1,10,0,0,1,1,-1.85393830175198,-1.02228274005337,1.61845695404868,2011-01-09,49
1,0,1,11,0,0,1,1,-1.75007247878984,-1.17777968611002,2.71621524309825,2011-01-09,49
1,0,1,12,0,0,1,1,-1.6462066558277,-1.33327663216667,2.10644034836186,2011-01-09,83
1,0,1,13,0,0,1,1,-1.54234083286556,-1.48877357822332,2.10644034836186,2011-01-09,75
1,0,1,14,0,0,1,1,-1.43847500990342,-1.59243820892776,2.22823184878508,2011-01-09,72
1,0,1,15,0,0,1,1,-1.43847500990342,-1.43694126287111,1.37405656058195,2011-01-09,82
1,0,1,16,0,0,1,1,-1.54234083286556,-1.48877357822332,2.10644034836186,2011-01-09,92
1,0,1,17,0,0,1,1,-1.6462066558277,-1.33327663216667,1.61845695404868,2011-01-09,62
1,0,1,18,0,0,1,1,-1.75007247878984,-1.17777968611002,1.13047355973551,2011-01-09,48
1,0,1,19,0,0,1,1,-1.75007247878984,-1.02228274005337,1.13047355973551,2011-01-09,41
1,0,1,20,0,0,1,1,-1.85393830175198,-0.866785793996715,0.519881272378821,2011-01-09,38
1,0,1,21,0,0,1,1,-1.85393830175198,-0.866785793996715,1.86203995489513,2011-01-09,20
1,0,1,22,0,0,1,1,-1.85393830175198,-0.866785793996715,0.886073166268775,2011-01-09,15
1,0,1,23,0,0,1,1,-1.95780412471412,-0.659456532587845,0.0318978780656464,2011-01-09,6
1,0,1,0,0,1,0,1,-1.95780412471412,-0.659456532587845,0.764281665845554,2011-01-10,5
1,0,1,1,0,1,0,1,-1.95780412471412,-0.659456532587845,0.764281665845554,2011-01-10,1
1,0,1,2,0,1,0,1,-1.95780412471412,-0.659456532587845,0.276298271532379,2011-01-10,3
1,0,1,3,0,1,0,1,-1.95780412471412,-0.659456532587845,0.276298271532379,2011-01-10,1
1,0,1,4,0,1,0,1,-2.06166994767626,-0.452127271178975,-0.456085516247529,2011-01-10,3
1,0,1,5,0,1,0,1,-2.06166994767626,-0.452127271178975,0.519881272378821,2011-01-10,3
1,0,1,6,0,1,0,1,-1.95780412471412,-0.659456532587845,0.764281665845554,2011-01-10,31
1,0,1,7,0,1,0,1,-1.95780412471412,-0.659456532587845,0.276298271532379,2011-01-10,77
1,0,1,8,0,1,0,2,-1.95780412471412,-0.659456532587845,0.764281665845554,2011-01-10,188
1,0,1,9,0,1,0,2,-1.85393830175198,-0.659456532587845,0.519881272378821,2011-01-10,94
1,0,1,10,0,1,0,2,-1.85393830175198,-0.659456532587845,0.886073166268775,2011-01-10,31
1,0,1,11,0,1,0,2,-1.75007247878984,-0.814953478644498,0.764281665845554,2011-01-10,30
1,0,1,12,0,1,0,2,-1.54234083286556,-1.17777968611002,0.764281665845554,2011-01-10,52
1,0,1,13,0,1,0,2,-1.54234083286556,-1.17777968611002,0.764281665845554,2011-01-10,54
1,0,1,14,0,1,0,2,-1.54234083286556,-1.17777968611002,0.276298271532379,2011-01-10,47
1,0,1,15,0,1,0,2,-1.54234083286556,-1.17777968611002,0.276298271532379,2011-01-10,45
1,0,1,16,0,1,0,1,-1.54234083286556,-1.17777968611002,-0.456085516247529,2011-01-10,74
1,0,1,17,0,1,0,1,-1.54234083286556,-1.17777968611002,-0.699668517093971,2011-01-10,178
1,0,1,18,0,1,0,1,-1.54234083286556,-1.17777968611002,0.276298271532379,2011-01-10,155
1,0,1,19,0,1,0,1,-1.75007247878984,-0.814953478644498,-0.211685122780796,2011-01-10,95
1,0,1,20,0,1,0,1,-1.75007247878984,-0.659456532587845,-0.211685122780796,2011-01-10,74
1,0,1,21,0,1,0,1,-1.85393830175198,-0.192965694417888,0.0318978780656464,2011-01-10,38
1,0,1,22,0,1,0,1,-1.85393830175198,-0.192965694417888,-0.211685122780796,2011-01-10,24
1,0,1,23,0,1,0,1,-1.85393830175198,-0.192965694417888,-0.211685122780796,2011-01-10,18
1,0,1,0,0,2,0,1,-1.85393830175198,-0.192965694417888,-0.699668517093971,2011-01-11,12
1,0,1,1,0,2,0,1,-1.85393830175198,-0.192965694417888,-0.211685122780796,2011-01-11,3
1,0,1,2,0,2,0,2,-1.75007247878984,-0.400294955826758,0.0318978780656464,2011-01-11,3
1,0,1,5,0,2,0,2,-1.75007247878984,-0.400294955826758,-0.456085516247529,2011-01-11,6
1,0,1,6,0,2,0,2,-1.75007247878984,-0.400294955826758,-0.456085516247529,2011-01-11,27
1,0,1,7,0,2,0,2,-1.75007247878984,-0.400294955826758,-1.5538438052971,2011-01-11,99
1,0,1,8,0,2,0,2,-1.6462066558277,-0.607624217235628,-0.821460017517193,2011-01-11,217
1,0,1,9,0,2,0,2,-1.6462066558277,-0.607624217235628,-0.211685122780796,2011-01-11,130
1,0,1,10,0,2,0,2,-1.54234083286556,-0.607624217235628,-0.211685122780796,2011-01-11,54
1,0,1,11,0,2,0,2,-1.54234083286556,-0.814953478644498,-0.456085516247529,2011-01-11,35
1,0,1,12,0,2,0,2,-1.54234083286556,-0.607624217235628,-0.699668517093971,2011-01-11,57
1,0,1,13,0,2,0,2,-1.54234083286556,-0.192965694417888,-0.821460017517193,2011-01-11,52
1,0,1,14,0,2,0,2,-1.54234083286556,-0.192965694417888,-0.821460017517193,2011-01-11,63
1,0,1,15,0,2,0,2,-1.75007247878984,0.895512927978679,-0.821460017517193,2011-01-11,47
1,0,1,16,0,2,0,2,-1.75007247878984,1.20650682009198,0.276298271532379,2011-01-11,76
1,0,1,17,0,2,0,2,-1.75007247878984,1.20650682009198,0.276298271532379,2011-01-11,136
1,0,1,18,0,2,0,3,-1.75007247878984,1.56933302755751,-0.699668517093971,2011-01-11,95
1,0,1,19,0,2,0,3,-1.75007247878984,1.56933302755751,-1.5538438052971,2011-01-11,51
1,0,1,20,0,2,0,3,-1.75007247878984,1.56933302755751,0.0318978780656464,2011-01-11,32
1,0,1,21,0,2,0,3,-1.75007247878984,1.20650682009198,-0.821460017517193,2011-01-11,20
1,0,1,22,0,2,0,3,-1.75007247878984,1.56933302755751,-0.699668517093971,2011-01-11,29
1,0,1,23,0,2,0,3,-1.75007247878984,1.56933302755751,-0.821460017517193,2011-01-11,19
1,0,1,0,0,3,0,2,-1.75007247878984,1.20650682009198,-0.821460017517193,2011-01-12,7
1,0,1,1,0,3,0,2,-1.75007247878984,1.20650682009198,-0.699668517093971,2011-01-12,6
1,0,1,2,0,3,0,1,-1.85393830175198,1.20650682009198,-0.456085516247529,2011-01-12,1
1,0,1,5,0,3,0,1,-1.85393830175198,1.20650682009198,-0.211685122780796,2011-01-12,5
1,0,1,6,0,3,0,1,-1.95780412471412,1.56933302755751,-0.456085516247529,2011-01-12,16
1,0,1,7,0,3,0,1,-1.85393830175198,0.325357459104286,-0.456085516247529,2011-01-12,54
1,0,1,8,0,3,0,1,-1.75007247878984,-0.192965694417888,-0.211685122780796,2011-01-12,128
1,0,1,9,0,3,0,1,-1.75007247878984,-0.192965694417888,1.13047355973551,2011-01-12,81
1,0,1,10,0,3,0,1,-1.6462066558277,-0.400294955826758,0.276298271532379,2011-01-12,39
1,0,1,11,0,3,0,1,-1.54234083286556,-0.607624217235628,1.61845695404868,2011-01-12,35
1,0,1,12,0,3,0,1,-1.54234083286556,-0.814953478644498,3.20419863741143,2011-01-12,55
1,0,1,13,0,3,0,1,-1.43847500990342,-0.97045042470115,1.37405656058195,2011-01-12,49
1,0,1,14,0,3,0,1,-1.54234083286556,-0.814953478644498,1.13047355973551,2011-01-12,44
1,0,1,15,0,3,0,1,-1.54234083286556,-0.814953478644498,1.86203995489513,2011-01-12,49
1,0,1,16,0,3,0,1,-1.43847500990342,-0.97045042470115,1.13047355973551,2011-01-12,68
1,0,1,17,0,3,0,1,-1.54234083286556,-0.814953478644498,1.37405656058195,2011-01-12,139
